71941089	1901612	1219008	143580
141086561	3668849	2451222	275255
210586889	5743425	3881247	438439
278801400	7595673	5077915	603564
348110613	9479644	6474425	1066652
417816647	11404917	8333841	1684171
485984536	13216380	9945570	3059356
556452833	15125954	12090291	8896554
625270293	17006193	13905882	10056939
694425552	18892237	15727483	11168395
