71941089	1901612	1219008	143580
141086561	3668849	2451222	292451
210586889	5743425	3881247	644336
278801400	7595673	5077915	1001880
348110613	9479644	6474425	4962075
417816647	11404917	8333841	6695248
485984536	13216380	9945570	7848245
556452833	15125954	12090291	9058722
625270293	17006193	13905882	10231467
694425552	18892237	15727483	11425712
